Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_UACP,Geo_VTD,Geo_ZCTA3,Geo_TAZ,Geo_UGA,Geo_PUMA1,SE_A10001_001,SE_A00001_001,SE_A10008_001,SE_A10008_002,SE_A10008_003,SE_A10008_004,SE_A10008_005,SE_A10008_006,SE_A10008_007,SE_A10008_008,SE_A10008_009,PCT_SE_A10008_002,PCT_SE_A10008_003,PCT_SE_A10008_004,PCT_SE_A10008_005,PCT_SE_A10008_006,PCT_SE_A10008_007,PCT_SE_A10008_008,PCT_SE_A10008_009,SE_A10024_001,SE_A10024_002,SE_A10024_003,SE_A10024_004,SE_A10024_005,SE_A10024_006,SE_A10024_007,SE_A10024_008,PCT_SE_A10024_002,PCT_SE_A10024_003,PCT_SE_A10024_004,PCT_SE_A10024_005,PCT_SE_A10024_006,PCT_SE_A10024_007,PCT_SE_A10024_008,SE_A10003_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,PCT_SE_A10060_002,PCT_SE_A10060_003,SE_B10060_001,SE_B10060_002,SE_B10060_003,PCT_SE_B10060_002,PCT_SE_B10060_003,SE_A10044_001,SE_A10044_002,SE_A10044_003,PCT_SE_A10044_002,PCT_SE_A10044_003,SE_A10047_001,SE_A10047_002,SE_A10047_003,SE_A10047_004,PCT_SE_A10047_002,PCT_SE_A10047_003,PCT_SE_A10047_004,SE_A10032_001,SE_A10032_002,SE_A10032_003,SE_A10032_004,SE_A10032_005,SE_A10032_006,SE_A10032_007,SE_A10032_008,SE_A10032_009,SE_A10032_010,SE_A10032_011,SE_A10032_012,PCT_SE_A10032_002,PCT_SE_A10032_003,PCT_SE_A10032_004,PCT_SE_A10032_005,PCT_SE_A10032_006,PCT_SE_A10032_007,PCT_SE_A10032_008,PCT_SE_A10032_009,PCT_SE_A10032_010,PCT_SE_A10032_011,PCT_SE_A10032_012,SE_A10055_001,SE_A10055_002,SE_A10055_003,SE_A10055_004,SE_A10055_005,SE_A10055_006,SE_A10055_007,SE_A10055_008,SE_A10055_009,SE_A10055_010,SE_A10055_011,PCT_SE_A10055_002,PCT_SE_A10055_003,PCT_SE_A10055_004,PCT_SE_A10055_005,PCT_SE_A10055_006,PCT_SE_A10055_007,PCT_SE_A10055_008,PCT_SE_A10055_009,PCT_SE_A10055_010,PCT_SE_A10055_011,SE_A10036_001,SE_A18001_001,SE_A18001_002,SE_A18001_003,SE_A18001_004,SE_A18001_005,SE_A18001_006,SE_A18001_007,SE_A18001_008,SE_A18001_009,PCT_SE_A18001_002,PCT_SE_A18001_003,PCT_SE_A18001_004,PCT_SE_A18001_005,PCT_SE_A18001_006,PCT_SE_A18001_007,PCT_SE_A18001_008,PCT_SE_A18001_009,SE_A18009_001
"ACSSF","pa","140","00","0009036",,,,,"42","101",,,"024000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024000","Census Tract 240",,,"Census Tract 240, Philadelphia County, Pennsylvania","42101024000","617080","0",,,,,,,,2177,4060,1999,857,504,353,183,170,1142,475,667,42.87,25.21,17.66,9.15,8.5,57.13,23.76,33.37,1999,1021,477,278,138,58,0,27,51.08,23.86,13.91,6.9,2.9,0,1.35,2,1999,632,1367,31.62,68.38,632,383,249,60.6,39.4,2177,1999,178,91.82,8.18,178,50,0,128,28.09,0,71.91,2177,835,199,636,64,264,109,119,253,526,7,0,38.36,9.14,29.21,2.94,12.13,5.01,5.47,11.62,24.16,0.32,0,1999,0,34,64,45,52,133,133,224,376,938,0,1.7,3.2,2.25,2.6,6.65,6.65,11.21,18.81,46.92,289100,1356,56,16,321,345,320,97,147,54,4.13,1.18,23.67,25.44,23.6,7.15,10.84,3.98,971
"ACSSF","pa","140","00","0009037",,,,,"42","101",,,"024100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024100","Census Tract 241",,,"Census Tract 241, Philadelphia County, Pennsylvania","42101024100","407855","0",,,,,,,,671,1419,637,115,83,32,7,25,522,232,290,18.05,13.03,5.02,1.1,3.92,81.95,36.42,45.53,637,441,165,4,27,0,0,0,69.23,25.9,0.63,4.24,0,0,0,1.61,637,108,529,16.95,83.05,108,39,69,36.11,63.89,671,637,34,94.93,5.07,34,0,15,19,0,44.12,55.88,671,144,19,125,26,51,14,18,129,289,0,0,21.46,2.83,18.63,3.87,7.6,2.09,2.68,19.23,43.07,0,0,637,0,32,76,22,78,7,0,20,38,364,0,5.02,11.93,3.45,12.24,1.1,0,3.14,5.97,57.14,230000,529,128,129,75,51,103,24,19,0,24.2,24.39,14.18,9.64,19.47,4.54,3.59,0,662
"ACSSF","pa","140","00","0009038",,,,,"42","101",,,"024200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024200","Census Tract 242",,,"Census Tract 242, Philadelphia County, Pennsylvania","42101024200","532060","0",,,,,,,,2086,4555,1901,886,247,639,0,639,1015,558,457,46.61,12.99,33.61,0,33.61,53.39,29.35,24.04,1901,968,308,269,191,109,28,28,50.92,16.2,14.15,10.05,5.73,1.47,1.47,2.37,1901,617,1284,32.46,67.54,617,129,488,20.91,79.09,2086,1901,185,91.13,8.87,185,25,24,136,13.51,12.97,73.51,2086,1148,100,1048,104,129,113,104,271,217,0,0,55.03,4.79,50.24,4.99,6.18,5.42,4.99,12.99,10.4,0,0,1901,0,8,0,49,68,208,71,151,226,1120,0,0.42,0,2.58,3.58,10.94,3.73,7.94,11.89,58.92,178500,1179,192,165,275,200,140,150,57,0,16.28,13.99,23.32,16.96,11.87,12.72,4.83,0,712
"ACSSF","pa","140","00","0009039",,,,,"42","101",,,"024300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024300","Census Tract 243",,,"Census Tract 243, Philadelphia County, Pennsylvania","42101024300","679034","0",,,,,,,,2049,4470,1880,981,406,575,107,468,899,213,686,52.18,21.6,30.59,5.69,24.89,47.82,11.33,36.49,1880,782,440,385,183,16,43,31,41.6,23.4,20.48,9.73,0.85,2.29,1.65,2.38,1880,915,965,48.67,51.33,915,156,759,17.05,82.95,2049,1880,169,91.75,8.25,169,71,0,98,42.01,0,57.99,2049,1138,135,1003,177,307,68,121,59,179,0,0,55.54,6.59,48.95,8.64,14.98,3.32,5.91,2.88,8.74,0,0,1880,0,50,0,0,103,34,225,193,288,987,0,2.66,0,0,5.48,1.81,11.97,10.27,15.32,52.5,155400,965,89,84,73,210,361,120,19,9,9.22,8.7,7.56,21.76,37.41,12.44,1.97,0.93,1018
"ACSSF","pa","140","00","0009040",,,,,"42","101",,,"024400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024400","Census Tract 244",,,"Census Tract 244, Philadelphia County, Pennsylvania","42101024400","421189","0",,,,,,,,1307,3482,1058,662,229,433,55,378,396,160,236,62.57,21.64,40.93,5.2,35.73,37.43,15.12,22.31,1058,348,190,98,284,27,111,0,32.89,17.96,9.26,26.84,2.55,10.49,0,3.28,1058,610,448,57.66,42.34,610,98,512,16.07,83.93,1307,1058,249,80.95,19.05,249,42,0,207,16.87,0,83.13,1307,951,64,887,128,173,55,0,0,0,0,0,72.76,4.9,67.87,9.79,13.24,4.21,0,0,0,0,0,1058,0,0,100,0,0,0,53,130,88,687,0,0,9.45,0,0,0,5.01,12.29,8.32,64.93,172500,448,0,62,161,22,125,0,78,0,0,13.84,35.94,4.91,27.9,0,17.41,0,805
"ACSSF","pa","140","00","0009041",,,,,"42","101",,,"024500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024500","Census Tract 245",,,"Census Tract 245, Philadelphia County, Pennsylvania","42101024500","800999","0",,,,,,,,1874,4367,1657,1001,175,826,253,573,656,289,367,60.41,10.56,49.85,15.27,34.58,39.59,17.44,22.15,1657,623,353,278,165,177,61,0,37.6,21.3,16.78,9.96,10.68,3.68,0,2.6,1657,703,954,42.43,57.57,703,0,703,0,100,1874,1657,217,88.42,11.58,217,84,0,133,38.71,0,61.29,1874,1361,131,1230,167,75,0,35,145,91,0,0,72.63,6.99,65.64,8.91,4,0,1.87,7.74,4.86,0,0,1657,0,0,97,14,188,73,14,238,192,841,0,0,5.85,0.84,11.35,4.41,0.84,14.36,11.59,50.75,99900,910,157,122,137,301,78,57,41,17,17.25,13.41,15.05,33.08,8.57,6.26,4.51,1.87,860
"ACSSF","pa","140","00","0009042",,,,,"42","101",,,"024600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024600","Census Tract 246",,,"Census Tract 246, Philadelphia County, Pennsylvania","42101024600","621261","0",,,,,,,,1354,2647,1028,560,136,424,10,414,468,139,329,54.47,13.23,41.25,0.97,40.27,45.53,13.52,32,1028,444,166,78,340,0,0,0,43.19,16.15,7.59,33.07,0,0,0,2.38,1028,303,725,29.47,70.53,303,20,283,6.6,93.4,1354,1028,326,75.92,24.08,326,52,0,274,15.95,0,84.05,1354,876,72,804,94,7,145,152,80,0,0,0,64.7,5.32,59.38,6.94,0.52,10.71,11.23,5.91,0,0,0,1028,0,0,39,21,38,74,187,45,109,515,0,0,3.79,2.04,3.7,7.2,18.19,4.38,10.6,50.1,126400,693,171,67,175,91,157,25,7,0,24.68,9.67,25.25,13.13,22.66,3.61,1.01,0,746
"ACSSF","pa","140","00","0009043",,,,,"42","101",,,"024700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024700","Census Tract 247",,,"Census Tract 247, Philadelphia County, Pennsylvania","42101024700","941266","0",,,,,,,,1991,4480,1721,938,288,650,86,564,783,446,337,54.5,16.73,37.77,5,32.77,45.5,25.92,19.58,1721,707,478,267,71,123,40,35,41.08,27.77,15.51,4.13,7.15,2.32,2.03,2.5,1721,844,877,49.04,50.96,844,20,824,2.37,97.63,1991,1721,270,86.44,13.56,270,61,0,209,22.59,0,77.41,1991,1477,205,1272,67,136,93,0,85,133,0,0,74.18,10.3,63.89,3.37,6.83,4.67,0,4.27,6.68,0,0,1721,0,0,0,73,20,34,118,309,253,914,0,0,0,4.24,1.16,1.98,6.86,17.95,14.7,53.11,113400,840,94,20,100,232,135,153,106,0,11.19,2.38,11.9,27.62,16.07,18.21,12.62,0,972
"ACSSF","pa","140","00","0009044",,,,,"42","101",,,"024800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024800","Census Tract 248",,,"Census Tract 248, Philadelphia County, Pennsylvania","42101024800","319262","0",,,,,,,,896,2350,822,593,158,435,127,308,229,175,54,72.14,19.22,52.92,15.45,37.47,27.86,21.29,6.57,822,221,252,145,108,51,33,12,26.89,30.66,17.64,13.14,6.2,4.01,1.46,2.86,822,619,203,75.3,24.7,619,17,602,2.75,97.25,896,822,74,91.74,8.26,74,0,0,74,0,0,100,896,806,43,763,90,0,0,0,0,0,0,0,89.96,4.8,85.16,10.04,0,0,0,0,0,0,0,822,0,0,0,0,0,12,87,115,138,470,0,0,0,0,0,1.46,10.58,13.99,16.79,57.18,114700,187,104,25,0,0,14,10,34,0,55.61,13.37,0,0,7.49,5.35,18.18,0,
"ACSSF","pa","140","00","0009045",,,,,"42","101",,,"024900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101024900","Census Tract 249",,,"Census Tract 249, Philadelphia County, Pennsylvania","42101024900","325196","0",,,,,,,,1372,2626,1075,526,26,500,84,416,549,124,425,48.93,2.42,46.51,7.81,38.7,51.07,11.53,39.53,1075,517,258,59,92,96,53,0,48.09,24,5.49,8.56,8.93,4.93,0,2.41,1075,623,452,57.95,42.05,623,29,594,4.65,95.35,1372,1075,297,78.35,21.65,297,49,0,248,16.5,0,83.5,1372,1244,29,1215,54,0,17,0,57,0,0,0,90.67,2.11,88.56,3.94,0,1.24,0,4.15,0,0,0,1075,0,0,17,0,6,112,0,201,305,434,0,0,1.58,0,0.56,10.42,0,18.7,28.37,40.37,94700,434,57,6,54,50,204,32,0,31,13.13,1.38,12.44,11.52,47,7.37,0,7.14,1061
"ACSSF","pa","140","00","0009046",,,,,"42","101",,,"025200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025200","Census Tract 252",,,"Census Tract 252, Philadelphia County, Pennsylvania","42101025200","952424","0",,,,,,,,3734,7870,3400,1659,473,1186,44,1142,1741,772,969,48.79,13.91,34.88,1.29,33.59,51.21,22.71,28.5,3400,1705,869,263,372,131,34,26,50.15,25.56,7.74,10.94,3.85,1,0.76,2.2,3400,1288,2112,37.88,62.12,1288,197,1091,15.3,84.7,3734,3400,334,91.06,8.94,334,212,0,122,63.47,0,36.53,3734,2102,367,1735,512,406,77,51,511,75,0,0,56.29,9.83,46.46,13.71,10.87,2.06,1.37,13.69,2.01,0,0,3400,0,24,16,74,0,108,518,433,472,1755,0,0.71,0.47,2.18,0,3.18,15.24,12.74,13.88,51.62,126300,2060,303,224,527,323,522,146,15,0,14.71,10.87,25.58,15.68,25.34,7.09,0.73,0,793
"ACSSF","pa","140","00","0009047",,,,,"42","101",,,"025300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025300","Census Tract 253",,,"Census Tract 253, Philadelphia County, Pennsylvania","42101025300","581298","0",,,,,,,,2269,4792,2022,1279,441,838,223,615,743,162,581,63.25,21.81,41.44,11.03,30.42,36.75,8.01,28.73,2022,626,558,508,217,94,10,9,30.96,27.6,25.12,10.73,4.65,0.49,0.45,2.37,2022,1248,774,61.72,38.28,1248,158,1090,12.66,87.34,2269,2022,247,89.11,10.89,247,27,0,220,10.93,0,89.07,2269,1820,284,1536,60,141,81,24,143,0,0,0,80.21,12.52,67.7,2.64,6.21,3.57,1.06,6.3,0,0,0,2022,0,0,70,33,63,25,5,368,439,1019,0,0,3.46,1.63,3.12,1.24,0.25,18.2,21.71,50.4,162300,696,0,56,33,91,274,146,77,19,0,8.05,4.74,13.07,39.37,20.98,11.06,2.73,1153
"ACSSF","pa","140","00","0009048",,,,,"42","101",,,"025400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025400","Census Tract 254",,,"Census Tract 254, Philadelphia County, Pennsylvania","42101025400","769759","0",,,,,,,,2128,4301,1964,1034,641,393,12,381,930,348,582,52.65,32.64,20.01,0.61,19.4,47.35,17.72,29.63,1964,835,620,207,221,48,0,33,42.52,31.57,10.54,11.25,2.44,0,1.68,2.18,1964,1276,688,64.97,35.03,1276,154,1122,12.07,87.93,2128,1964,164,92.29,7.71,164,0,0,164,0,0,100,2128,1358,183,1175,112,347,85,32,117,67,10,0,63.82,8.6,55.22,5.26,16.31,3.99,1.5,5.5,3.15,0.47,0,1964,0,0,0,66,18,93,284,446,445,612,0,0,0,3.36,0.92,4.74,14.46,22.71,22.66,31.16,232900,688,18,0,238,199,154,70,9,0,2.62,0,34.59,28.92,22.38,10.17,1.31,0,915
"ACSSF","pa","140","00","0009049",,,,,"42","101",,,"025500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025500","Census Tract 255",,,"Census Tract 255, Philadelphia County, Pennsylvania","42101025500","766601","0",,,,,,,,1251,2813,1160,783,595,188,21,167,377,61,316,67.5,51.29,16.21,1.81,14.4,32.5,5.26,27.24,1160,361,363,270,93,46,27,0,31.12,31.29,23.28,8.02,3.97,2.33,0,2.38,1160,873,287,75.26,24.74,873,377,496,43.18,56.82,1251,1160,91,92.73,7.27,91,0,0,91,0,0,100,1251,1020,217,803,64,33,0,119,0,15,0,0,81.53,17.35,64.19,5.12,2.64,0,9.51,0,1.2,0,0,1160,0,40,0,0,0,24,42,151,160,743,0,3.45,0,0,0,2.07,3.62,13.02,13.79,64.05,328400,256,0,0,0,27,71,82,76,0,0,0,0,10.55,27.73,32.03,29.69,0,1341
"ACSSF","pa","140","00","0009050",,,,,"42","101",,,"025600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025600","Census Tract 256",,,"Census Tract 256, Philadelphia County, Pennsylvania","42101025600","865284","1982",,,,,,,,1248,2868,1186,762,551,211,36,175,424,177,247,64.25,46.46,17.79,3.04,14.76,35.75,14.92,20.83,1186,360,412,224,137,26,27,0,30.35,34.74,18.89,11.55,2.19,2.28,0,2.28,1186,795,391,67.03,32.97,795,582,213,73.21,26.79,1248,1186,62,95.03,4.97,62,0,29,33,0,46.77,53.23,1248,963,269,694,80,98,51,0,51,0,5,0,77.16,21.55,55.61,6.41,7.85,4.09,0,4.09,0,0.4,0,1186,0,0,0,5,21,27,85,42,171,835,0,0,0,0.42,1.77,2.28,7.17,3.54,14.42,70.4,369600,391,0,0,10,53,62,116,123,27,0,0,2.56,13.55,15.86,29.67,31.46,6.91,1402
"ACSSF","pa","140","00","0009051",,,,,"42","101",,,"025700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025700","Census Tract 257",,,"Census Tract 257, Philadelphia County, Pennsylvania","42101025700","746915","0",,,,,,,,2262,3924,2175,852,671,181,7,174,1323,445,878,39.17,30.85,8.32,0.32,8,60.83,20.46,40.37,2175,1115,716,200,109,29,6,0,51.26,32.92,9.2,5.01,1.33,0.28,0,1.76,2175,594,1581,27.31,72.69,594,494,100,83.16,16.84,2262,2175,87,96.15,3.85,87,54,0,33,62.07,0,37.93,2262,675,113,562,143,173,132,93,510,536,0,0,29.84,5,24.85,6.32,7.65,5.84,4.11,22.55,23.7,0,0,2175,0,11,38,210,219,189,528,315,185,480,0,0.51,1.75,9.66,10.07,8.69,24.28,14.48,8.51,22.07,377800,1573,0,0,24,18,248,385,652,246,0,0,1.53,1.14,15.77,24.48,41.45,15.64,1586
"ACSSF","pa","140","00","0009052",,,,,"42","101",,,"025800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025800","Census Tract 258",,,"Census Tract 258, Philadelphia County, Pennsylvania","42101025800","586720","0",,,,,,,,923,1745,864,418,256,162,25,137,446,273,173,48.38,29.63,18.75,2.89,15.86,51.62,31.6,20.02,864,440,256,97,18,6,15,32,50.93,29.63,11.23,2.08,0.69,1.74,3.7,2.02,864,739,125,85.53,14.47,739,24,715,3.25,96.75,923,864,59,93.61,6.39,59,0,0,59,0,0,100,923,806,316,490,26,0,1,19,28,43,0,0,87.32,34.24,53.09,2.82,0,0.11,2.06,3.03,4.66,0,0,864,0,0,0,6,7,43,300,348,87,73,0,0,0,0.69,0.81,4.98,34.72,40.28,10.07,8.45,249300,124,0,5,4,0,35,61,18,1,0,4.03,3.23,0,28.23,49.19,14.52,0.81,1324
"ACSSF","pa","140","00","0009053",,,,,"42","101",,,"025900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101025900","Census Tract 259",,,"Census Tract 259, Philadelphia County, Pennsylvania","42101025900","549417","0",,,,,,,,2118,4414,2023,1121,412,709,141,568,902,299,603,55.41,20.37,35.05,6.97,28.08,44.59,14.78,29.81,2023,865,683,35,378,62,0,0,42.76,33.76,1.73,18.69,3.06,0,0,2.18,2023,1521,502,75.19,24.81,1521,0,1521,0,100,2118,2023,95,95.51,4.49,95,25,0,70,26.32,0,73.68,2118,1633,107,1526,145,224,0,0,17,58,21,20,77.1,5.05,72.05,6.85,10.58,0,0,0.8,2.74,0.99,0.94,2023,0,0,183,39,0,143,237,891,443,87,0,0,9.05,1.93,0,7.07,11.72,44.04,21.9,4.3,175000,482,0,36,37,77,166,101,65,0,0,7.47,7.68,15.98,34.44,20.95,13.49,0,1137
"ACSSF","pa","140","00","0009054",,,,,"42","101",,,"026000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026000","Census Tract 260",,,"Census Tract 260, Philadelphia County, Pennsylvania","42101026000","543433","0",,,,,,,,1317,3297,1317,936,488,448,83,365,381,71,310,71.07,37.05,34.02,6.3,27.71,28.93,5.39,23.54,1317,361,515,341,44,8,0,48,27.41,39.1,25.89,3.34,0.61,0,3.64,2.5,1317,1020,297,77.45,22.55,1020,29,991,2.84,97.16,1317,1317,0,100,0,0,0,0,0,,,,1317,1081,155,926,226,0,10,0,0,0,0,0,82.08,11.77,70.31,17.16,0,0.76,0,0,0,0,0,1317,0,0,10,9,68,12,25,874,299,20,0,0,0.76,0.68,5.16,0.91,1.9,66.36,22.7,1.52,168300,297,9,0,0,9,141,55,83,0,3.03,0,0,3.03,47.47,18.52,27.95,0,1231
"ACSSF","pa","140","00","0009055",,,,,"42","101",,,"026100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026100","Census Tract 261",,,"Census Tract 261, Philadelphia County, Pennsylvania","42101026100","649365","0",,,,,,,,1528,2888,1394,566,306,260,64,196,828,196,632,40.6,21.95,18.65,4.59,14.06,59.4,14.06,45.34,1394,790,291,113,35,165,0,0,56.67,20.88,8.11,2.51,11.84,0,0,2.07,1394,942,452,67.58,32.42,942,29,913,3.08,96.92,1528,1394,134,91.23,8.77,134,0,21,113,0,15.67,84.33,1528,995,210,785,204,104,0,49,47,129,0,0,65.12,13.74,51.37,13.35,6.81,0,3.21,3.08,8.44,0,0,1394,0,0,0,123,6,108,223,795,30,109,0,0,0,8.82,0.43,7.75,16,57.03,2.15,7.82,225700,445,0,24,17,148,232,14,10,0,0,5.39,3.82,33.26,52.13,3.15,2.25,0,1036
"ACSSF","pa","140","00","0009056",,,,,"42","101",,,"026200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026200","Census Tract 262",,,"Census Tract 262, Philadelphia County, Pennsylvania","42101026200","555958","0",,,,,,,,1832,3925,1689,1009,390,619,168,451,680,244,436,59.74,23.09,36.65,9.95,26.7,40.26,14.45,25.81,1689,645,577,258,123,86,0,0,38.19,34.16,15.28,7.28,5.09,0,0,2.32,1689,1418,271,83.96,16.04,1418,64,1354,4.51,95.49,1832,1689,143,92.19,7.81,143,0,41,102,0,28.67,71.33,1832,1583,205,1378,249,0,0,0,0,0,0,0,86.41,11.19,75.22,13.59,0,0,0,0,0,0,0,1689,0,9,0,11,22,21,185,953,314,174,0,0.53,0,0.65,1.3,1.24,10.95,56.42,18.59,10.3,177000,228,0,0,0,65,87,44,32,0,0,0,0,28.51,38.16,19.3,14.04,0,1141
"ACSSF","pa","140","00","0009057",,,,,"42","101",,,"026301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026301","Census Tract 263.01",,,"Census Tract 263.01, Philadelphia County, Pennsylvania","42101026301","406340","0",,,,,,,,1691,3676,1534,961,512,449,124,325,573,169,404,62.65,33.38,29.27,8.08,21.19,37.35,11.02,26.34,1534,560,461,306,91,24,23,69,36.51,30.05,19.95,5.93,1.56,1.5,4.5,2.39,1534,1313,221,85.59,14.41,1313,31,1282,2.36,97.64,1691,1534,157,90.72,9.28,157,0,18,139,0,11.46,88.54,1691,1488,96,1392,203,0,0,0,0,0,0,0,88,5.68,82.32,12,0,0,0,0,0,0,0,1534,0,0,0,0,0,49,129,722,387,247,0,0,0,0,0,3.19,8.41,47.07,25.23,16.1,176800,198,0,0,0,0,86,71,29,12,0,0,0,0,43.43,35.86,14.65,6.06,1296
"ACSSF","pa","140","00","0009058",,,,,"42","101",,,"026302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026302","Census Tract 263.02",,,"Census Tract 263.02, Philadelphia County, Pennsylvania","42101026302","704112","0",,,,,,,,2182,4804,1984,1459,657,802,141,661,525,180,345,73.54,33.11,40.42,7.11,33.32,26.46,9.07,17.39,1984,525,811,496,116,20,16,0,26.46,40.88,25,5.85,1.01,0.81,0,2.42,1984,1428,556,71.98,28.02,1428,42,1386,2.94,97.06,2182,1984,198,90.93,9.07,198,119,0,79,60.1,0,39.9,2182,1764,157,1607,263,62,0,0,93,0,0,0,80.84,7.2,73.65,12.05,2.84,0,0,4.26,0,0,0,1984,0,0,23,27,0,22,272,467,553,620,0,0,1.16,1.36,0,1.11,13.71,23.54,27.87,31.25,163600,556,0,0,160,154,159,83,0,0,0,0,28.78,27.7,28.6,14.93,0,0,895
"ACSSF","pa","140","00","0009059",,,,,"42","101",,,"026400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026400","Census Tract 264",,,"Census Tract 264, Philadelphia County, Pennsylvania","42101026400","796819","0",,,,,,,,2400,5564,2246,1167,648,519,31,488,1079,223,856,51.96,28.85,23.11,1.38,21.73,48.04,9.93,38.11,2246,801,851,296,179,16,41,62,35.66,37.89,13.18,7.97,0.71,1.83,2.76,2.48,2246,1568,678,69.81,30.19,1568,0,1568,0,100,2400,2246,154,93.58,6.42,154,74,42,38,48.05,27.27,24.68,2400,1747,241,1506,598,12,0,0,0,43,0,0,72.79,10.04,62.75,24.92,0.5,0,0,0,1.79,0,0,2246,0,0,0,0,0,16,109,527,809,785,0,0,0,0,0,0.71,4.85,23.46,36.02,34.95,167400,570,0,0,57,66,335,50,19,43,0,0,10,11.58,58.77,8.77,3.33,7.54,1121
"ACSSF","pa","140","00","0009060",,,,,"42","101",,,"026500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026500","Census Tract 265",,,"Census Tract 265, Philadelphia County, Pennsylvania","42101026500","545961","0",,,,,,,,1821,5523,1674,1054,285,769,104,665,620,181,439,62.96,17.03,45.94,6.21,39.73,37.04,10.81,26.22,1674,549,377,169,291,254,14,20,32.8,22.52,10.1,17.38,15.17,0.84,1.19,3.3,1674,1162,512,69.41,30.59,1162,4,1158,0.34,99.66,1821,1674,147,91.93,8.07,147,100,0,47,68.03,0,31.97,1821,1478,100,1378,157,108,29,49,0,0,0,0,81.16,5.49,75.67,8.62,5.93,1.59,2.69,0,0,0,0,1674,0,0,0,7,19,35,372,386,377,478,0,0,0,0.42,1.14,2.09,22.22,23.06,22.52,28.55,137000,512,49,0,29,291,11,93,39,0,9.57,0,5.66,56.84,2.15,18.16,7.62,0,876
"ACSSF","pa","140","00","0009061",,,,,"42","101",,,"026600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101026600","Census Tract 266",,,"Census Tract 266, Philadelphia County, Pennsylvania","42101026600","912763","0",,,,,,,,2854,6836,2614,1665,735,930,220,710,949,352,597,63.7,28.12,35.58,8.42,27.16,36.3,13.47,22.84,2614,805,824,432,370,167,16,0,30.8,31.52,16.53,14.15,6.39,0.61,0,2.61,2614,1940,674,74.22,25.78,1940,0,1940,0,100,2854,2614,240,91.59,8.41,240,0,0,240,0,0,100,2854,2623,124,2499,179,52,0,0,0,0,0,0,91.91,4.34,87.56,6.27,1.82,0,0,0,0,0,0,2614,0,30,0,0,0,105,17,657,423,1382,0,1.15,0,0,0,4.02,0.65,25.13,16.18,52.87,138600,613,0,0,96,193,150,117,57,0,0,0,15.66,31.48,24.47,19.09,9.3,0,1029
