Incident Date,Complaint ID,Date Received,District,Classification,Summary
5/13/22,22-0217,2022-05-20 04:00:00+00,19,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-13-22 at 4:38 PM, while in the confines of the 19th District, two officers arrived at their residence and removed their child. The complainant was not home at the time. The complainant states that the officers transported their child to the other parent¿s location without their permission. The complainant states that there is a court custody order in effect."
5/26/22,22-0233,2022-06-02 04:00:00+00,19,PHYSICAL ABUSE,"According to the complainant, on 5-26-22 at 2:00 PM, while in the confines of the 19th District, they were pulled over by police for the tint on their windows. The complainant states that they did not consent to a search of their vehicle by the officers when they asked to check their car¿s VIN number in the door. The complainant states that they were pulled from their vehicle and another officer grabbed them, injuring their back. The complainant also states that the officers damaged their driver¿s side panel and broke their I Phone."
8/31/22,22-0404,2022-09-07 04:00:00+00,19,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-31-22 at 4:30 AM, while in the confines of the 19th District, they observed a vehicle matching the description of a repossession they were looking for, parked in a parking lot. The complainant states that after they exited the lot, they were stopped by a black sedan, operated by a police supervisor. The supervisor asked the complainant why they were in the police lot. The complainant explained they were searching for a repossession. An argument ensued. The complainant then left the area and continued to search for the repossession. The complainant was then stopped by another police supervisor, who asked the complainant for the ¿writ,¿ at which point the complainant informed the supervisor that they did not need one. The supervisor ripped the driver¿s documents out of their hand violently. Truck Enforcement officers arrived and found no violations on their truck. The complainant asked multiple times for their names and badge numbers, but was told that they will give it to them when they were ready."
,22-0418,2022-09-23 04:00:00+00,19,LACK OF SERVICE,"According to the complainant, while in the confines of the 19th District, they called 911 numerous times to their residence, in reference to their neighbors harassing them. The complainant was put in touch with the community relations officer. The complainant states that officer was rude to them and was disinterested in their situation. The complainant states that the officer refused to see them and discuss the problems they were having with their neighbors."
1/24/22,22-0245,2022-06-09 04:00:00+00,19,FALSIFICATION,"According to the complainant, on 1-24-22, while in the confines of the 19th District, their ex-spouse¿s family member, an off-duty officer, threatened to have them arrested. On 1-25-22, the complainant called 911 to serve a Protection from Abuse Order on their ex-spouse. While waiting for police near their ex-spouse¿s home, the off-duty officer approached their vehicle and said that they are going to make sure they get locked up. The complainant states that when they got into a verbal altercation, the complainant left. Moments later, the complainant arrived back to the location so that police can serve their order. Upon the complainants arrival, an officer told them to get out of their vehicle, placed them in handcuffs and searched their vehicle. A supervisor arrived on location and confirmed that the complainant was the one who called 911. The complainant was released. The complainant states that the off-duty officer made a false statement to police, alleging that they threatened them with a firearm. As a result, a warrant was issued for the complainant¿s arrest and their home was searched for a firearm. The complainant states that they do not own a firearm and was incarcerated for over 30 days due to the false statement provided by the off-duty officer."
,22-0261,2022-06-15 04:00:00+00,19,LACK OF SERVICE,"According to the complainant, on an unspecified date and time, while in the confines of the 19th District, officers did not properly do their job. The complainant states that officers were of no assistance when they were given the incorrect amount of cash back after making a purchase at a store."
7/17/22,22-0436,2022-09-23 04:00:00+00,19,LACK OF SERVICE,"According to the complainant, on 7-17-22 at 12:00 PM, while in the confines of the 19th District, they did not receive proper service from two unknown 19th District officers. They were escorted by 19th District officers to serve a restraining order to their child¿s parent. During the process, the complainant¿s child¿s parent, along with their family member, threatened, harassed and taunted them in front of the officers. The complainant states that the officers failed to take any action against them."
6/15/22,22-0268,2022-06-21 04:00:00+00,19,LACK OF SERVICE,"According to the complainant, on 6-15-22 at 10:45 PM, while in the confines of the 19th District, they called the community relations officer, in reference to their neighbor¿s barking dog. The complainant states that the officer suggested that they should keep calling 911 and then proceeded to hang up on them. The complainant states that numerous 19th District personnel, told them that the community relations officer is the person that could help resolve the issue. The complainant states that they have made several attempts to work with the officer but the officer has done nothing to help resolve the issue."
6/18/22,22-0287,2022-06-29 04:00:00+00,19,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-18-22 at 5:26 PM, while in the confines of the 19th District, they saw an officer improperly issue their family member a citation. The complainant states that their family member was rolling up their medical marijuana when the officer approached them and patted them down. The officer asked why were they smoking that stuff, then requested to see the original bag that it came in. The officer confiscated the marijuana, which caused their family member to later suffer a severe panic attack and go to the hospital."
6/23/22,22-0290,2022-06-29 04:00:00+00,19,UNPROFESSIONAL CONDUCT,"According to the complainant, on 6-23-22 at 6:30 AM, while in the confines of the 19th District, police bursted into a home that their family member was visiting, with their guns drawn, while their family member slept next to their significant other. At that time, officers placed the significant other in handcuffs and took them downstairs, leaving the family member on the bed. The complainant states that their family member asked an officer if they could put their pants on, the officer yelled no. When another officer entered the room, that officer grabbed any type of clothing in the room and told the family member to put it on. The complainant states that the officers watched them get dressed. The complainant further states that when they called the Southwest Detective Division for help, a detective said, ¿What do you want me to do, I wasn¿t there,¿ before hanging up on them."
